"Season","FirstName","LastName","Position","Origin","Destination","TransferDate","Rating","Stars","Eligibility"
"2021","CJ","Thorpe","IOL","Penn State","","2021-01-07T00:00:00.000Z","0.81","3","Immediate"
"2021","Joshua","Bailey","DL","Iowa State","Charlotte","2021-01-07T00:00:00.000Z","","3","Immediate"
"2021","David","Spaulding","CB","Georgia Southern","South Carolina","2021-01-06T00:00:00.000Z","0.82","3","Immediate"
"2021","Morian","Walker","RB","Nevada","Western Illinois","2021-01-06T00:00:00.000Z","","3","TBD"
"2021","Demetric","Hardin","WR","Middle Tennessee","Fort Valley State","2021-01-06T00:00:00.000Z","","","TBD"
"2021","Daniel","Imatorbhebhe","TE","Illinois","Kansas State","2021-01-06T00:00:00.000Z","0.83","3","Immediate"
"2021","Tyrell","Shavers","WR","Mississippi State","San Diego State","2021-01-06T00:00:00.000Z","0.81","3","TBD"
"2021","Matthew","Anderson","OT","Nebraska","Louisiana","2021-01-06T00:00:00.000Z","0.8","3","TBD"
"2021","Lee","Witherspoon","RB","Mississippi State","UAB","2021-01-06T00:00:00.000Z","","3","TBD"
"2021","Keshawn","Toney","TE","South Carolina","Chattanooga","2021-01-06T00:00:00.000Z","","3","TBD"
"2021","Bailey","Hockman","QB","NC State","Middle Tennessee","2021-01-06T00:00:00.000Z","0.82","3","TBD"
"2021","Jordan","Moore","S","Houston","","2021-01-06T00:00:00.000Z","","","TBD"
"2021","Jallah","Zeze","WR","Georgia Southern","","2021-01-06T00:00:00.000Z","","3","TBD"
"2021","Tyler","Ringwood","WR","Charlotte","","2021-01-06T00:00:00.000Z","","2","TBD"
"2021","Devon","Robinson","DL","Mississippi State","Memphis","2021-01-06T00:00:00.000Z","","3","TBD"
"2021","Houston","Griffith","CB","Notre Dame","Notre Dame","2021-01-06T00:00:00.000Z","","4","TBD"
"2021","Jamaal","Neal","TE","UNLV","","2021-01-06T00:00:00.000Z","","2","TBD"
"2021","Adam","Sparks","CB","Missouri","Louisiana Monroe","2021-01-06T00:00:00.000Z","","3","TBD"
"2021","Darius","Pinnix","RB","East Carolina","Tiffin University","2021-01-06T00:00:00.000Z","","2","Immediate"
"2021","Johnnie","Lang","RB","Iowa State","Arkansas State","2021-01-06T00:00:00.000Z","","3","TBD"
"2021","Noah","Hickcox","DT","Minnesota","Illinois State","2021-01-06T00:00:00.000Z","","3","Immediate"
"2021","James","Houston","LB","Florida","Jackson State","2021-01-06T00:00:00.000Z","","3","TBD"
"2021","Xavier","Lane","WR","Western Kentucky","","2021-01-06T00:00:00.000Z","","3","TBD"
"2021","Jared","Sparks","WR","Purdue","Louisiana Monroe","2021-01-06T00:00:00.000Z","","2","Immediate"
"2021","Nehemiah","Augustus","S","Memphis","Nicholls","2021-01-06T00:00:00.000Z","","3","TBD"
"2021","B.J.","Gibson","S","Navy","","2021-01-05T00:00:00.000Z","","3","TBD"
"2021","Cleotis","Anglin","TE","Ohio","Bethune-Cookman","2021-01-05T00:00:00.000Z","","2","TBD"
"2021","Jake","Constantine","DUAL","Weber State","Rice","2021-01-05T00:00:00.000Z","","","TBD"
"2021","Sayeed","Shah","LB","Tennessee","","2021-01-05T00:00:00.000Z","","3","TBD"
"2021","Stephon","Brown","QB","TCU","Central Oklahoma","2021-01-05T00:00:00.000Z","","3","TBD"
"2021","Jack","Cardillo","K","Indiana","Vanderbilt","2021-01-05T00:00:00.000Z","","","Immediate"
"2021","Kay'Ron","Adams","RB","Rutgers","UMass","2021-01-05T00:00:00.000Z","","3","Immediate"
"2021","Jay","Stanley","S","Ole Miss","Southern Mississippi","2021-01-05T00:00:00.000Z","","3","TBD"
"2021","Joseph","Anderson","SDE","South Carolina","Purdue","2021-01-05T00:00:00.000Z","0.81","3","TBD"
"2021","Jaylen","Erwin","WR","UCLA","Houston","2021-01-05T00:00:00.000Z","","3","TBD"
"2021","Jawhar","Jordan","RB","Syracuse","Louisville","2021-01-05T00:00:00.000Z","","3","TBD"
"2021","Austin","Kendall","QB","West Virginia","Louisiana Tech","2021-01-05T00:00:00.000Z","0.83","3","Immediate"
"2021","Matthew","Thomas","DL","Rutgers","Rhode Island","2021-01-05T00:00:00.000Z","","3","TBD"
"2021","Keishon","Dawkins","DL","Oregon State","","2021-01-05T00:00:00.000Z","","3","TBD"
"2021","Lancine","Turay","DL","North Carolina","Temple","2021-01-05T00:00:00.000Z","","3","PendingAppeal"
"2021","Patrick","Joyner","LB","Miami","Utah State","2021-01-05T00:00:00.000Z","","3","TBD"
"2021","Ovie","Oghoufo","LB","Notre Dame","Texas","2021-01-05T00:00:00.000Z","","3","TBD"
"2021","Jack","Lamb","LB","Notre Dame","Colorado","2021-01-05T00:00:00.000Z","0.82","3","Immediate"
"2021","Chris","Green","DL","Nevada","","2021-01-05T00:00:00.000Z","","3","TBD"
"2021","Adam","Fakih","LB","Michigan","","2021-01-05T00:00:00.000Z","","","Immediate"
"2021","Matt","Landers","WR","Georgia","Toledo","2021-01-05T00:00:00.000Z","","3","TBD"
"2021","Jay","Griffin","WR","New Mexico","","2021-01-05T00:00:00.000Z","","3","TBD"
"2021","Cee Jay","Powell","WR","Louisiana Tech","","2021-01-05T00:00:00.000Z","","2","TBD"
"2021","Isaac","Garcia","OLB","Oregon State","Fresno State","2021-01-05T00:00:00.000Z","","3","TBD"
"2021","Arnold","Azunna","S","Iowa State","Hawai'i","2021-01-05T00:00:00.000Z","","3","Immediate"
"2021","Rontavius","Groves","WR","North Carolina","Texas State","2021-01-05T00:00:00.000Z","","3","Immediate"
"2021","Keir","Thomas","DT","South Carolina","Florida State","2021-01-05T00:00:00.000Z","0.81","3","Immediate"
"2021","Landon","Wolf","WR","Oklahoma State","","2021-01-04T00:00:00.000Z","","","Immediate"
"2021","KJ","Johnson","S","Coastal Carolina","","2021-01-04T00:00:00.000Z","","3","TBD"
"2021","Justin","Booker-Brown","LB","North Texas","","2021-01-04T00:00:00.000Z","","","TBD"
"2021","Julian","Hicks","WR","Akron","","2021-01-04T00:00:00.000Z","","2","TBD"
"2021","Marcus","Harris","CB","Oregon State","Idaho","2021-01-04T00:00:00.000Z","","2","TBD"
"2021","Donald","Williams","CB","Rutgers","","2021-01-04T00:00:00.000Z","","3","TBD"
"2021","Trey","Rucker","S","Wake Forest","Oklahoma State","2021-01-04T00:00:00.000Z","0.81","3","TBD"
"2021","Jayvaun","Wilson","RB","Oregon","UNLV","2021-01-04T00:00:00.000Z","","3","TBD"
"2021","Marcus","Williams Jr","RB","Appalachian State","Louisiana Tech","2021-01-04T00:00:00.000Z","","3","Immediate"
"2021","Cord","Sandberg","QB","Auburn","Eastern Kentucky","2021-01-04T00:00:00.000Z","","4","TBD"
"2021","Willie","Smith","DL","Houston","","2021-01-04T00:00:00.000Z","","3","TBD"
"2021","Dennis","Smith","WR","Duke","","2021-01-04T00:00:00.000Z","","3","TBD"
"2021","KJ","Jarrell","S","Arizona State","Idaho","2021-01-04T00:00:00.000Z","","3","Immediate"
"2021","Tramar","Reece","EDGE","Indiana","Towson","2021-01-04T00:00:00.000Z","","3","TBD"
"2021","Kaleb","Hayes","CB","Oregon State","BYU","2021-01-04T00:00:00.000Z","","3","Immediate"
"2021","B'Ahmad","Miller","DL","Maryland","","2021-01-04T00:00:00.000Z","","3","TBD"
"2021","Ryder","Anderson","WDE","Ole Miss","Indiana","2021-01-04T00:00:00.000Z","0.81","3","Immediate"
"2021","Keith","Corbin","WR","Houston","Jackson State","2021-01-04T00:00:00.000Z","","3","Immediate"
"2021","Richie","Hagarty","LB","Miami (OH)","Southern Illinois","2021-01-03T00:00:00.000Z","","3","TBD"
"2021","Tre'Von","Morgan","WR","Michigan State","Kentucky","2021-01-03T00:00:00.000Z","0.83","3","Immediate"
"2021","Isaiah","Rutherford","CB","Notre Dame","Arizona","2021-01-03T00:00:00.000Z","0.81","3","Immediate"
"2021","Rico","Arnold","WR","Charlotte","UMass","2021-01-03T00:00:00.000Z","","2","Immediate"
"2021","Elijah","Jones","CB","Kansas","Oregon State","2021-01-03T00:00:00.000Z","0.83","3","TBD"
"2021","Peytton","Pickett","RB","Liberty","Jackson State","2021-01-03T00:00:00.000Z","","2","TBD"
"2021","Corione","Harris","CB","Kansas","McNeese","2021-01-03T00:00:00.000Z","","4","TBD"
"2021","Lorenzo","Dorr","RB","West Virginia","","2021-01-03T00:00:00.000Z","","","TBD"
"2021","Xach","Gill","DL","North Carolina","Temple","2021-01-03T00:00:00.000Z","0.8","3","Immediate"
"2021","Jon-Michael","Terry","OLB","Oklahoma","Tulsa","2021-01-03T00:00:00.000Z","","3","TBD"
"2021","Skylar","Loving-Black","TE","Iowa State","San José State","2021-01-02T00:00:00.000Z","","3","Immediate"
"2021","Jahmir","Smith","RB","Notre Dame","Appalachian State","2021-01-02T00:00:00.000Z","","3","Immediate"
"2021","Colin","Grunhard","OC","Notre Dame","Kansas","2021-01-02T00:00:00.000Z","","","TBD"
"2021","Daewood","Davis","WR","Oregon","Western Kentucky","2021-01-02T00:00:00.000Z","","3","TBD"
"2021","Jafar","Armstrong","WR","Notre Dame","Illinois","2021-01-02T00:00:00.000Z","0.83","3","Immediate"
"2021","Brandon","Bowen","DL","TCU","","2021-01-02T00:00:00.000Z","","4","Immediate"
"2021","Joshua","Hayes","CB","North Dakota State","Virginia","2021-01-01T10:56:00.000Z","","2","Immediate"
"2021","Prather","Hudson","S","Georgia","Illinois","2021-01-01T00:00:00.000Z","","","Immediate"
"2021","Michael","Lewis","EDGE","Liberty","East Tennessee State","2021-01-01T00:00:00.000Z","","3","TBD"
"2021","James","Tunstall","OT","Stony Brook","Cincinnati","2021-01-01T00:00:00.000Z","","2","TBD"
"2021","Isaiah","Johnson-Mack","WR","Bowling Green","","2021-01-01T00:00:00.000Z","","3","Immediate"
"2021","Tyrese","Chambers","WR","Sacred Heart","","2021-01-01T00:00:00.000Z","","3","Immediate"
"2021","Chandler","Morris","DUAL","Oklahoma","TCU","2021-01-01T00:00:00.000Z","0.8","3","TBD"
"2021","Dane","Saltarelli","TE","Oklahoma","Western Kentucky","2021-01-01T00:00:00.000Z","","2","TBD"
"2021","Nakia","Watson","RB","Wisconsin","Washington State","2021-01-01T00:00:00.000Z","","3","TBD"
"2021","Brandon","Bowling","WR","Arkansas State","Utah State","2021-01-01T00:00:00.000Z","","2","Immediate"
"2021","Dylan","Pate","CB","Bowling Green","","2020-12-31T00:00:00.000Z","","","TBD"
"2021","Ja'Marcus","Ingram","CB","Texas Tech","Buffalo","2020-12-31T00:00:00.000Z","","","Immediate"
"2021","Jason","Harris","WDE","Colorado","Arizona","2020-12-31T00:00:00.000Z","0.81","3","Immediate"
"2021","Peyton","Kemmerlin","PRO","Virginia Tech","","2020-12-31T00:00:00.000Z","","","TBD"
"2021","Darin","Robertson","LB","Kansas","","2020-12-31T00:00:00.000Z","","","TBD"
"2021","Tannor","Park","WR","Arizona State","","2020-12-31T00:00:00.000Z","","","TBD"
"2021","Benedict","Brafi","DL","TCU","","2020-12-31T00:00:00.000Z","","","Immediate"
"2021","Lawrence","Shadd III","WR","Kansas","Butler C.C.","2020-12-31T00:00:00.000Z","","","TBD"
"2021","Xavier","Benson","LB","Texas Tech","","2020-12-31T00:00:00.000Z","","","TBD"
"2021","Deshaun","Fenwick","APB","South Carolina","Oregon State","2020-12-31T00:00:00.000Z","0.8","3","TBD"
"2021","Heneli","Bloomfield","OG","Utah State","Oregon State","2020-12-31T00:00:00.000Z","0.8","3","TBD"
"2021","Shai","Werts","DUAL","Georgia Southern","Louisville","2020-12-31T00:00:00.000Z","","2","Immediate"
"2021","Mekhi","Stevenson","WR","UNLV","Albany","2020-12-31T00:00:00.000Z","","3","TBD"
"2021","Drew","Dixon","WR","Arizona","","2020-12-31T00:00:00.000Z","","3","Immediate"
"2021","Chris","Martin","DL","Georgia Tech","","2020-12-31T00:00:00.000Z","","3","Immediate"
"2021","Nigel","Brannon","OT","Memphis","","2020-12-30T00:00:00.000Z","","3","TBD"
"2021","Jack","Luavasa","TE","Kansas","","2020-12-30T00:00:00.000Z","","2","TBD"
"2021","Myles","Mason","S","Arkansas","Louisiana Tech","2020-12-30T00:00:00.000Z","","3","TBD"
"2021","Zac","Lefebvre","TE","Buffalo","Western Kentucky","2020-12-30T00:00:00.000Z","","2","TBD"
"2021","Jack","Lindsey","PRO","Arkansas","Arkansas Tech","2020-12-30T00:00:00.000Z","","","Immediate"
"2021","Everett","Wormley","WR","Rutgers","Central Connecticut","2020-12-30T00:00:00.000Z","","3","TBD"
"2021","Connor","Blumrick","PRO","Texas A&M","Virginia Tech","2020-12-30T00:00:00.000Z","","3","Immediate"
"2021","Naveon","Mitchell","RB","New Mexico State","Missouri State","2020-12-29T00:00:00.000Z","","3","TBD"
"2021","Lakevias","Daniel","CB","Ole Miss","Southern Mississippi","2020-12-29T00:00:00.000Z","","3","Immediate"
"2021","Cortez","Andrews","LB","Maryland","Florida State","2020-12-29T00:00:00.000Z","","3","TBD"
"2021","Zovon","Lindsay","OT","NC State","Coastal Carolina","2020-12-29T00:00:00.000Z","","3","TBD"
"2021","Kyle","Bailey","LB","Western Kentucky","","2020-12-29T00:00:00.000Z","","3","TBD"
"2021","Bentlee","Sanders","S","South Florida","Nevada","2020-12-29T00:00:00.000Z","","3","TBD"
"2021","Darion","Anderson","WR","Georgia Southern","","2020-12-29T00:00:00.000Z","","3","Immediate"
"2021","Connor","Murphy","DL","USC","UNLV","2020-12-29T00:00:00.000Z","","4","Immediate"
"2021","Andrew","Mevis","K","Fordham","Iowa State","2020-12-28T00:00:00.000Z","","3","Immediate"
"2021","John","Blunt Jr.","CB","Western Kentucky","","2020-12-28T00:00:00.000Z","","2","TBD"
"2021","Michael","McFarlane","QB","Coastal Carolina","","2020-12-28T00:00:00.000Z","","2","Immediate"
"2021","James","Bomba","TE","Miami (OH)","Indiana","2020-12-28T00:00:00.000Z","","3","TBD"
"2021","Spencer","Owens","TE","Western Kentucky","","2020-12-28T00:00:00.000Z","","3","TBD"
"2021","Chris","Barrett","TE","Liberty","","2020-12-28T00:00:00.000Z","","","TBD"
"2021","Shane","Hooks","WR","Ohio","Jackson State","2020-12-28T00:00:00.000Z","","3","TBD"
"2021","Caleb","Biggurs","CB","TCU","","2020-12-28T00:00:00.000Z","","","TBD"
"2021","Christian","Cumber","CB","Colorado State","","2020-12-28T00:00:00.000Z","","3","TBD"
"2021","James","Bostic Jr.","WR","Vanderbilt","","2020-12-28T00:00:00.000Z","","3","TBD"
"2021","Tahj","Capehart","CB","Maryland","","2020-12-28T00:00:00.000Z","","3","Immediate"
"2021","Solomon","Wise","LB","UT San Antonio","Alcorn State","2020-12-28T00:00:00.000Z","","3","Immediate"
"2021","Jamauri","Wakefield","RB","Vanderbilt","","2020-12-28T00:00:00.000Z","","3","TBD"
"2021","Quin","Bright","WR","Hawai'i","Blinn College","2020-12-27T00:00:00.000Z","","","TBD"
"2021","Drake","Anderson","RB","Northwestern","Arizona","2020-12-27T00:00:00.000Z","0.81","3","Immediate"
"2021","Keith","Davis","WR","Arizona State","Utah Tech","2020-12-26T00:00:00.000Z","","","TBD"
"2021","Colby","Warkentin","EDGE","Fresno State","","2020-12-26T00:00:00.000Z","","3","TBD"
"2021","Alex","Hogan","CB","Texas Tech","Houston","2020-12-26T00:00:00.000Z","","3","TBD"
"2021","Jordan","McCloud","QB","South Florida","Arizona","2020-12-26T00:00:00.000Z","0.8","3","Immediate"
"2021","Warren","Thompson","WR","Florida State","","2020-12-26T00:00:00.000Z","","4","Immediate"
"2021","Cameron","Jordan","WR","Syracuse","","2020-12-26T00:00:00.000Z","","3","TBD"
"2021","Roy","Baker","CB","Buffalo","Eastern Kentucky","2020-12-26T00:00:00.000Z","","3","TBD"
"2021","Steven","Hawthorne","EDGE","Cincinnati","","2020-12-25T00:00:00.000Z","","3","TBD"
"2021","Charlie","Rogers","TE","San Diego State","San José State","2020-12-24T00:00:00.000Z","","2","Immediate"
"2021","Stanley","King","WR","Rutgers","Northwestern State","2020-12-24T00:00:00.000Z","","3","TBD"
"2021","Tyrese","Black","DL","UCF","","2020-12-24T00:00:00.000Z","","3","TBD"
"2021","Boe","Wilson","IOL","Nebraska","Western Kentucky","2020-12-24T00:00:00.000Z","0.81","3","TBD"
"2021","Dennis","Jackson","DL","Eastern Michigan","","2020-12-23T00:00:00.000Z","","3","TBD"
"2021","Eric","Munoz","LB","Utah State","Kansas State","2020-12-23T00:00:00.000Z","","","Immediate"
"2021","Mark","Aitken","CB","Northern Illinois","","2020-12-23T00:00:00.000Z","","3","TBD"
"2021","Quay","Mays","DL","West Virginia","Arkansas State","2020-12-23T00:00:00.000Z","","3","TBD"
"2021","Clive","Truschel","IOL","Fresno State","Southeast Missouri State","2020-12-23T00:00:00.000Z","","2","TBD"
"2021","Triston","Miller","OT","North Carolina","Arizona State","2020-12-23T00:00:00.000Z","0.81","3","Immediate"
"2021","Lance","LeGendre","QB","Maryland","Louisiana","2020-12-23T00:00:00.000Z","0.81","3","TBD"
"2021","David","Nwaogwugwu","OT","Temple","Rutgers","2020-12-23T00:00:00.000Z","0.8","3","TBD"
"2021","Daniel","Carson","DL","Texas","Western Illinois","2020-12-23T00:00:00.000Z","","3","TBD"
"2021","Judge","Culpepper","DL","Penn State","Toledo","2020-12-23T00:00:00.000Z","","3","TBD"
"2021","Nykeim","Johnson","WR","Syracuse","Kent State","2020-12-23T00:00:00.000Z","","3","Immediate"
"2021","Rhett","Rodriguez","QB","Arizona","Louisiana Monroe","2020-12-23T00:00:00.000Z","","3","Immediate"
"2021","Mufi","Hunt","EDGE","Utah","BYU","2020-12-22T00:00:00.000Z","","3","Immediate"
"2021","Randal","Grimes","WR","UNLV","Weber State","2020-12-22T00:00:00.000Z","","3","TBD"
"2021","Mohamed","Diallo","DL","Central Michigan","Professional","2020-12-22T00:00:00.000Z","","3","TBD"
"2021","Majon","Wright","WR","Arizona","Middle Tennessee","2020-12-22T00:00:00.000Z","","3","TBD"
"2021","Isaiah","Strong","CB","Washington","","2020-12-22T00:00:00.000Z","","3","TBD"
"2021","Jake","Bentley","PRO","Utah","South Alabama","2020-12-22T00:00:00.000Z","0.8","3","TBD"
"2021","Khyheem","Waleed","WR","Boise State","Arkansas State","2020-12-22T00:00:00.000Z","","3","Immediate"
"2021","Paris","Brown Jr.","RB","Pittsburgh","","2020-12-22T00:00:00.000Z","","3","TBD"
"2021","Jamari","Williams","IOL","Arizona","Middle Tennessee","2020-12-22T00:00:00.000Z","","3","Immediate"
"2021","Ben","Lennon","P","Utah","","2020-12-22T00:00:00.000Z","","2","TBD"
"2021","Chester","Kimbrough","CB","Florida","Michigan State","2020-12-22T00:00:00.000Z","0.82","3","Immediate"
"2021","MJ","Devonshire","CB","Kentucky","Pittsburgh","2020-12-22T00:00:00.000Z","","3","TBD"
"2021","J.T.","Shrout","PRO","Tennessee","Colorado","2020-12-22T00:00:00.000Z","0.8","3","Immediate"
"2021","Marckell","Grayson","QB","UNLV","","2020-12-22T00:00:00.000Z","","3","TBD"
"2021","Marques","Evans","CB","Boise State","","2020-12-22T00:00:00.000Z","","3","Immediate"
"2021","Pita","Tonga","DT","Utah","Hawai'i","2020-12-22T00:00:00.000Z","","3","Immediate"
"2021","Luke","LaCilento","IOL","San Diego","North Dakota State","2020-12-21T00:00:00.000Z","","1","TBD"
"2021","Logan","Clark","TE","Marshall","","2020-12-21T00:00:00.000Z","","3","TBD"
"2021","Jeffrey","Blake","LB","San Diego State","New Mexico","2020-12-21T00:00:00.000Z","","3","TBD"
"2021","Myron","Mitchell","WR","UAB","UAB","2020-12-21T00:00:00.000Z","","3","Immediate"
"2021","Dorian","Holloway","LB","Cincinnati","","2020-12-21T00:00:00.000Z","","3","TBD"
"2021","Jesiah","Pierre","LB","Florida","Texas Tech","2020-12-21T00:00:00.000Z","0.81","3","TBD"
"2021","Terrance","Edgeston","LB","Houston","","2020-12-21T00:00:00.000Z","","3","Immediate"
"2021","Asher","O'Hara","QB","Middle Tennessee","Sacramento State","2020-12-21T00:00:00.000Z","","3","TBD"
"2021","Zidane","Thomas","RB","San Diego State","","2020-12-21T00:00:00.000Z","","3","TBD"
"2021","Khris","Banks","DT","Temple","Boston College","2020-12-21T00:00:00.000Z","","3","TBD"
"2021","Nelson","Jenkins","DL","LSU","","2020-12-21T00:00:00.000Z","","3","TBD"
"2021","Chris","Curry","RB","LSU","South Florida","2020-12-21T00:00:00.000Z","0.82","3","TBD"
"2021","Jeremiah","McDonald","S","Northwestern","","2020-12-21T00:00:00.000Z","","3","TBD"
"2021","Andrew","Leota","EDGE","Northwestern","Auburn","2020-12-21T00:00:00.000Z","0.82","3","Immediate"
"2021","T.J.","Pledger","RB","Oklahoma","Utah","2020-12-21T00:00:00.000Z","0.83","3","TBD"
"2021","Jace","Ruder","QB","North Carolina","North Texas","2020-12-21T00:00:00.000Z","0.81","3","Immediate"
"2021","Greg","Francis","CB","UNLV","North Texas","2020-12-21T00:00:00.000Z","","3","TBD"
"2021","Chris","Boudreaux","WR","Rice","","2020-12-21T00:00:00.000Z","","2","TBD"
"2021","Max","Rosenthal","RB","Michigan State","Illinois","2020-12-21T00:00:00.000Z","","","Immediate"
"2021","Kyric","McGowan","WR","Northwestern","Georgia Tech","2020-12-21T00:00:00.000Z","","3","Immediate"
"2021","Caleb","Bonner","LB","Arkansas State","Arkansas State","2020-12-21T00:00:00.000Z","","2","Immediate"
"2021","Johnny","Jordan","OC","Maryland","Virginia Tech","2020-12-21T00:00:00.000Z","0.81","3","Immediate"
"2021","Marcus","Minor","OT","Maryland","Pittsburgh","2020-12-21T00:00:00.000Z","0.81","3","Immediate"
"2021","Noah","Ruggles","K","North Carolina","Ohio State","2020-12-21T00:00:00.000Z","","2","TBD"
"2021","Timmy","Horne","DL","Charlotte","Kansas State","2020-12-21T00:00:00.000Z","0.81","3","Immediate"
"2021","Elijah","Hamilton","CB","Vanderbilt","Louisiana Tech","2020-12-21T00:00:00.000Z","","3","Immediate"
"2021","Mason","Moran","S","Oregon State","Northern Arizona","2020-12-21T00:00:00.000Z","","3","TBD"
"2021","Antwaine","Richardson","S","Maryland","Kent State","2020-12-21T00:00:00.000Z","","3","Immediate"
"2021","Wistar","Allen","ILB","Richmond","East Carolina","2020-12-20T00:00:00.000Z","","3","Immediate"
"2021","Drew","Estrada","WR","Dartmouth","Baylor","2020-12-20T00:00:00.000Z","","","Immediate"
"2021","Gunner","Maldonado","S","Northwestern","Arizona","2020-12-20T00:00:00.000Z","0.82","3","Immediate"
"2021","Malik","Washington","WR","Northwestern","Northwestern","2020-12-20T00:00:00.000Z","","3","TBD"
"2021","Tyreese","Jackson","RB","Colorado State","","2020-12-20T00:00:00.000Z","","3","TBD"
"2021","Sam","Johnson","QB","Boston College","","2020-12-20T00:00:00.000Z","","3","TBD"
"2021","Noah","Massey","WR","Bowling Green","Angelo State","2020-12-20T00:00:00.000Z","","3","TBD"
"2021","Chris","Robison","QB","Florida Atlantic","Professional","2020-12-20T00:00:00.000Z","","4","TBD"
"2021","Christian","Turner","RB","Michigan","Wake Forest","2020-12-19T00:00:00.000Z","0.8","3","TBD"
"2021","Darnell","Pratt Jr.","WR","Virginia","Towson","2020-12-19T00:00:00.000Z","","2","Immediate"
"2021","Jarques","McClellion","CB","Arkansas","Florida State","2020-12-19T00:00:00.000Z","0.84","3","Immediate"
"2021","Jarrett","Guarantano","DUAL","Tennessee","Washington State","2020-12-19T00:00:00.000Z","0.81","3","Immediate"
"2021","Michael","Love","WR","Northern Illinois","","2020-12-18T00:00:00.000Z","","3","TBD"
"2021","Joshua","Crawford","RB","Central Michigan","","2020-12-18T00:00:00.000Z","","2","TBD"
"2021","Justin","Rice","ILB","Fresno State","Arkansas State","2020-08-14T00:00:00.000Z","","3","Immediate"
"2021","Devontae","Dobbs","OT","Michigan State","Memphis","2020-12-18T00:00:00.000Z","0.81","3","TBD"
"2021","Shamar","Nash","WR","Arkansas","Memphis","2020-12-18T00:00:00.000Z","0.82","3","TBD"
"2021","Fred","Payton","QB","Coastal Carolina","Mercer","2020-12-18T00:00:00.000Z","","3","Immediate"
"2021","Patrick","O'Brien","PRO","Colorado State","Washington","2020-12-18T00:00:00.000Z","0.8","3","Immediate"
"2021","Jeslord","Boateng","LB","Michigan State","Akron","2020-12-18T00:00:00.000Z","","3","TBD"
"2021","Davion","Williams","CB","Michigan State","Western Kentucky","2020-12-18T00:00:00.000Z","","3","TBD"
"2021","Coynis","Miller","DL","Auburn","Jackson State","2020-12-18T00:00:00.000Z","","4","TBD"
"2021","Jamarye","Joiner","WR","Arizona","Arizona","2020-12-18T00:00:00.000Z","","3","TBD"
"2021","Chris","Coleman","CB","Fresno State","","2020-12-18T00:00:00.000Z","","2","TBD"
"2021","Yusuf","Ali","WR","Middle Tennessee","Middle Tennessee","2020-12-18T00:00:00.000Z","","","TBD"
"2021","Jack","Driggers","K","Duke","Duke","2020-12-18T00:00:00.000Z","","","Immediate"
"2021","Nathaniel","Emer","OT","Boston College","","2020-12-18T00:00:00.000Z","","2","TBD"
"2021","Shawn","Smith","CB","Virginia","","2020-12-18T00:00:00.000Z","","3","Immediate"
"2021","Rocky","Lombardi","QB","Michigan State","Northern Illinois","2020-12-18T00:00:00.000Z","0.8","3","TBD"
"2021","Linwood","Crump","CB","Temple","Colorado State","2020-12-18T00:00:00.000Z","","2","Immediate"
"2021","Bryce","Morais","DL","Boston College","","2020-12-18T00:00:00.000Z","","3","TBD"
"2021","Liam","Dobson","IOL","Maine","Texas State","2020-12-17T00:00:00.000Z","","","TBD"
"2021","Ryan","Silvious","IOL","Temple","","2020-12-17T00:00:00.000Z","","","TBD"
"2021","Brandon","Pierce","WR","Arizona State","","2020-12-17T00:00:00.000Z","","3","TBD"
"2021","Ryan","Lezzer","WR","Western Michigan","","2020-12-17T00:00:00.000Z","","2","Immediate"
"2021","Robert","Congel","OG","Arizona","Oklahoma","2020-12-17T00:00:00.000Z","0.8","3","Immediate"
"2021","Damond","Philyaw-Johnson","WR","Duke","","2020-12-17T00:00:00.000Z","","3","TBD"
"2021","Hendon","Hooker","PRO","Virginia Tech","Tennessee","2020-12-17T00:00:00.000Z","0.82","3","Immediate"
"2021","Nick","McCann","DT","Texas Tech","Texas State","2020-12-17T00:00:00.000Z","0.81","3","Immediate"
"2021","TJ","Jackson","OT","Virginia Tech","Ohio","2020-12-17T00:00:00.000Z","","3","TBD"
"2021","Jordan","Chin","WR","Washington","","2020-12-17T00:00:00.000Z","","3","Immediate"
"2021","Dontea","Jones","TE","Mississippi State","","2020-12-17T00:00:00.000Z","","3","TBD"
"2021","Denzel","Feaster","LB","Kansas","UT San Antonio","2020-12-17T00:00:00.000Z","","2","Immediate"
"2021","Jadon","Walker","WR","Colorado State","","2020-12-16T00:00:23.000Z","","3","Immediate"
"2021","Will","Hart","P","Michigan","San José State","2020-12-16T00:00:00.000Z","","","Immediate"
"2021","Cameron","Smith","LB","Wyoming","","2020-12-16T00:00:00.000Z","","3","TBD"
"2021","Ontario","Russell","RB","Miami (OH)","","2020-12-16T00:00:00.000Z","","3","TBD"
"2021","Colin","Samuel","CB","Houston","","2020-12-16T00:00:00.000Z","","4","Immediate"
"2021","George","Jackson","S","Troy","West Alabama","2020-12-16T00:00:00.000Z","","2","TBD"
"2021","Gaige","Hill","DL","Toledo","","2020-12-16T00:00:00.000Z","","3","TBD"
"2021","Ifeanyi","Maijeh","DT","Temple","Rutgers","2020-12-16T00:00:00.000Z","0.81","3","TBD"
"2021","Vince","Picozzi","IOL","Temple","Colorado State","2020-12-16T00:00:00.000Z","0.82","3","Immediate"
"2021","Keshon","Williams","TE","Tulane","","2020-12-16T00:00:00.000Z","","3","TBD"
"2021","Aidan","Livingston","LS","Boston College","","2020-12-16T00:00:00.000Z","0.79","2","TBD"
