Season,PlayerId,Player,Position,Team,Conference,Usage Overall,Usage Pass,Usage Rush,Usage FirstDown,Usage SecondDown,Usage ThirdDown,Usage StandardDowns,Usage PassingDowns,ATT,AVG,CAR,COMPLETIONS,FGA,FGM,FUM,INT,In 20,LONG,LOST,NO,PCT,PD,PTS,QB HUR,REC,SACKS,SOLO,TB,TD,TFL,TOT,XPA,XPM,YDS,YPA,YPC,YPP,YPR,Division,ExpectedWins,Total Games,Total Wins,Total Losses,Total Ties,ConferenceGames Games,ConferenceGames Wins,ConferenceGames Losses,ConferenceGames Ties,HomeGames Games,HomeGames Wins,HomeGames Losses,HomeGames Ties,AwayGames Games,AwayGames Wins,AwayGames Losses,AwayGames Ties,Team firstDowns,Team fourthDownConversions,Team fourthDowns,Team fumblesLost,Team fumblesRecovered,Team games,Team interceptionTDs,Team interceptionYards,Team interceptions,Team kickReturnTDs,Team kickReturnYards,Team kickReturns,Team netPassingYards,Team passAttempts,Team passCompletions,Team passesIntercepted,Team passingTDs,Team penalties,Team penaltyYards,Team possessionTime,Team puntReturnTDs,Team puntReturnYards,Team puntReturns,Team rushingAttempts,Team rushingTDs,Team rushingYards,Team sacks,Team tacklesForLoss,Team thirdDownConversions,Team thirdDowns,Team totalYards,Team turnovers,Stars,Transfer_Portal
2023,4431169,D'Eryk Jackson,LB,Kentucky,Big Ten,,,,,,,,,,5.0,,,,,,1.0,,,,,,0.0,,0.0,,0.0,2.0,,0.0,0.0,4.0,,,5.0,,,,,East,5.7,11,5,6,0,10,4,6,0,5,3,2,0,5,1,4,0,190,8,17,7,6,11,3,252,5,0,298,16,1340,241,143,16,7,63,616,20460,0,62,6,438,19,2160,15,54,52,142,3500,12,,No
2023,4431260,Mordecai McDaniel,S,Florida,Big Ten,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,0.0,3.0,,0.0,0.0,3.0,,,,,,,,East,8.0,12,8,4,0,11,8,3,0,5,4,1,0,4,3,1,0,316,7,12,9,6,12,0,84,10,0,272,17,4543,473,321,9,46,66,557,22351,1,139,11,367,12,1576,33,72,70,141,6119,19,,No
2023,4431277,Koy Moore,WR,LSU,Big Ten,0.0371,0.0656,0.0,0.0371,0.039,0.032,0.028,0.043,,8.0,,,,,,,,40.0,,2.0,,,,,21.0,,,,0.0,,,,,186.0,,,,8.1,West,3.1,10,5,5,0,10,5,5,0,5,2,3,0,5,3,2,0,235,12,17,4,9,10,4,258,9,1,320,13,3121,421,247,14,24,61,462,18560,0,113,12,362,8,1219,24,62,52,155,4340,13,,No
2023,4431310,Henry Parrish Jr.,RB,Ole Miss,Big Ten,0.0798,0.0255,0.1225,0.0915,0.085,0.046,0.103,0.041,,15.0,56.0,,,,1.0,,,66.0,0.0,1.0,,0.0,,0.0,7.0,0.0,3.0,,2.0,0.0,3.0,,,337.0,,4.7,,8.4,West,4.2,10,5,5,0,9,4,5,0,5,2,3,0,4,2,2,0,276,22,33,4,7,10,0,50,14,0,328,17,3450,335,238,6,30,60,516,16700,0,51,7,461,23,2116,16,47,70,141,5566,18,,No
2023,4431321,Andru Phillips,DB,Kentucky,Big Ten,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,1.0,,,,,,,,East,5.7,11,5,6,0,10,4,6,0,5,3,2,0,5,1,4,0,190,8,17,7,6,11,3,252,5,0,298,16,1340,241,143,16,7,63,616,20460,0,62,6,438,19,2160,15,54,52,142,3500,12,,No
2023,4431345,Isaiah Raikes,DL,Texas A&M,Big Ten,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,1.0,,,,,,,,West,8.4,10,9,1,0,9,8,1,0,4,4,0,0,5,4,1,0,232,3,8,4,4,10,1,116,4,0,27,2,2267,301,189,10,20,61,564,20275,0,96,16,374,21,2050,27,63,73,133,4317,8,,No
2023,4431360,Cam Riley,LB,Auburn,Big Ten,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,4.0,,0.0,0.0,9.0,,,,,,,,West,4.7,11,6,5,0,10,6,4,0,5,4,1,0,5,2,3,0,228,3,11,2,4,11,1,278,7,0,497,23,2422,362,216,9,12,64,556,18967,0,78,8,392,16,1788,26,62,71,158,4210,9,,No
2023,4431375,Ken Seals,QB,Vanderbilt,Big Ten,0.5154,0.956,0.086,0.4483,0.494,0.688,0.345,0.731,282.0,,41.0,184.0,,,5.0,8.0,,13.0,1.0,,0.652,0.0,,0.0,0.0,0.0,1.0,,12.0,0.0,2.0,,,1858.0,6.8,-1.3,,,East,1.1,9,0,9,0,9,0,9,0,5,0,5,0,4,0,4,0,180,12,20,6,8,9,0,32,11,0,336,20,1979,300,192,2,13,42,343,16028,0,46,5,330,4,980,13,33,55,139,2959,17,,No
2023,4431948,TJ Finley,QB,LSU,Big Ten,0.2113,0.3213,0.0678,0.1629,0.229,0.295,0.185,0.299,140.0,,29.0,80.0,,,3.0,5.0,,10.0,1.0,,0.571,0.0,,0.0,0.0,0.0,2.0,,6.0,0.0,2.0,,,974.0,6.7,1.2,,,West,3.1,10,5,5,0,10,5,5,0,5,2,3,0,5,3,2,0,235,12,17,4,9,10,4,258,9,1,320,13,3121,421,247,14,24,61,462,18560,0,113,12,362,8,1219,24,62,52,155,4340,13,,No
2023,4432045,O'Donnell Fortune,DB,South Carolina,Big Ten,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,2.0,,0.0,0.0,3.0,,,,,,,,East,2.7,10,2,8,0,10,2,8,0,5,1,4,0,5,1,4,0,195,17,23,6,3,10,0,90,9,0,256,13,1872,295,175,8,8,49,432,17508,0,29,8,365,19,1671,14,39,50,136,3543,15,,No
2023,4432244,Romello Height,DE,Auburn,Big Ten,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,West,4.7,11,6,5,0,10,6,4,0,5,4,1,0,5,2,3,0,228,3,11,2,4,11,1,278,7,0,497,23,2422,362,216,9,12,64,556,18967,0,78,8,392,16,1788,26,62,71,158,4210,9,,No
2023,4432323,Morven Joseph,LB,Tennessee,Big Ten,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,0.0,1.0,,0.0,0.5,2.0,,,,,,,,East,3.3,10,3,7,0,10,3,7,0,5,1,4,0,5,2,3,0,201,16,24,6,5,10,2,131,9,0,394,19,2047,285,179,5,14,61,502,16763,0,35,5,375,12,1415,20,55,38,128,3462,15,,No
2023,4432545,Jabari Small,RB,Tennessee,Big Ten,0.047,0.016,0.0749,0.0442,0.062,0.031,0.058,0.04,,,26.0,,,,,,,26.0,,,,,,,4.0,,,,0.0,,,,,141.0,,4.5,,6.0,East,3.3,10,3,7,0,10,3,7,0,5,1,4,0,5,2,3,0,201,16,24,6,5,10,2,131,9,0,394,19,2047,285,179,5,14,61,502,16763,0,35,5,375,12,1415,20,55,38,128,3462,15,,No
2023,4432591,Rashad Torrence II,S,Florida,Big Ten,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,10.0,,0.0,0.0,25.0,,,,,,,,East,8.0,12,8,4,0,11,8,3,0,5,4,1,0,4,3,1,0,316,7,12,9,6,12,0,84,10,0,272,17,4543,473,321,9,46,66,557,22351,1,139,11,367,12,1576,33,72,70,141,6119,19,,No
2023,4433827,Rocko Griffin,RB,Vanderbilt,Big Ten,0.0542,0.0037,0.1039,0.056,0.068,0.032,0.092,0.027,,0.0,35.0,,,,,,,18.0,,1.0,,0.0,,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,,,94.0,,2.6,,3.0,East,1.1,9,0,9,0,9,0,9,0,5,0,5,0,4,0,4,0,180,12,20,6,8,9,0,32,11,0,336,20,1979,300,192,2,13,42,343,16028,0,46,5,330,4,980,13,33,55,139,2959,17,,No
2023,4433853,Chase Lloyd,S,Vanderbilt,Big Ten,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,2.0,,0.0,0.5,9.0,,,,,,,,East,1.1,9,0,9,0,9,0,9,0,5,0,5,0,4,0,4,0,180,12,20,6,8,9,0,32,11,0,336,20,1979,300,192,2,13,42,343,16028,0,46,5,330,4,980,13,33,55,139,2959,17,,No
2023,4433897,DeSanto Rollins,DT,Ole Miss,Big Ten,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,1.0,,,,,,,,West,4.2,10,5,5,0,9,4,5,0,5,2,3,0,4,2,2,0,276,22,33,4,7,10,0,50,14,0,328,17,3450,335,238,6,30,60,516,16700,0,51,7,461,23,2116,16,47,70,141,5566,18,,No
2023,4433921,Kole Taylor,TE,LSU,Big Ten,0.0115,0.0204,0.0,0.0086,0.019,0.006,0.009,0.017,,,,,,,,,,20.0,,,,,,,6.0,,,,0.0,,,,,36.0,,,,6.0,West,3.1,10,5,5,0,10,5,5,0,5,2,3,0,5,3,2,0,235,12,17,4,9,10,4,258,9,1,320,13,3121,421,247,14,24,61,462,18560,0,113,12,362,8,1219,24,62,52,155,4340,13,,No
2023,4433922,Ladarius Tennison,S,Auburn,Big Ten,,,,,,,,,,2.0,,,,,,,,2.0,,1.0,,0.0,,0.0,,0.0,13.0,,0.0,0.0,21.0,,,2.0,,,,,West,4.7,11,6,5,0,10,6,4,0,5,4,1,0,5,2,3,0,228,3,11,2,4,11,1,278,7,0,497,23,2422,362,216,9,12,64,556,18967,0,78,8,392,16,1788,26,62,71,158,4210,9,,No
2023,4433932,Mike Wright,QB,Vanderbilt,Big Ten,0.0434,0.0366,0.0502,0.0345,0.04,0.04,0.056,0.044,10.0,,13.0,6.0,,,1.0,1.0,,11.0,0.0,,0.6,,,,0.0,,,,2.0,,,,,69.0,5.1,1.4,,,East,1.1,9,0,9,0,9,0,9,0,5,0,5,0,4,0,4,0,180,12,20,6,8,9,0,32,11,0,336,20,1979,300,192,2,13,42,343,16028,0,46,5,330,4,980,13,33,55,139,2959,17,,No
2023,4433938,Jeremiah Wright,OL,Auburn,Big Ten,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,1.0,,0.0,1.0,4.0,,,,,,,,West,4.7,11,6,5,0,10,6,4,0,5,4,1,0,5,2,3,0,228,3,11,2,4,11,1,278,7,0,497,23,2422,362,216,9,12,64,556,18967,0,78,8,392,16,1788,26,62,71,158,4210,9,,No
2023,4433945,Elijah Young,RB,Missouri,Big Ten,0.0143,0.0,0.0302,0.0161,0.022,0.0,0.016,0.01,,,10.0,,,,,,,35.0,,,,,,,,,,,0.0,,,,,78.0,,7.8,,,East,3.9,10,5,5,0,10,5,5,0,5,3,2,0,5,2,3,0,222,10,18,8,5,10,1,67,6,0,163,10,2668,363,246,2,9,58,500,18411,0,56,10,350,21,1362,19,50,61,141,4030,14,,No
2023,4433948,De'Rickey Wright,S,Vanderbilt,Big Ten,,,,,,,,,,,,,,,0.0,,,,0.0,,,0.0,,0.0,1.0,0.0,3.0,,0.0,0.0,6.0,,,,,,,,East,1.1,9,0,9,0,9,0,9,0,5,0,5,0,4,0,4,0,180,12,20,6,8,9,0,32,11,0,336,20,1979,300,192,2,13,42,343,16028,0,46,5,330,4,980,13,33,55,139,2959,17,,No
2023,4435097,Derek Green,DL,Vanderbilt,Big Ten,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,2.0,,0.0,0.0,5.0,,,,,,,,East,1.1,9,0,9,0,9,0,9,0,5,0,5,0,4,0,4,0,180,12,20,6,8,9,0,32,11,0,336,20,1979,300,192,2,13,42,343,16028,0,46,5,330,4,980,13,33,55,139,2959,17,,No
2023,4454902,Isaiah Gibson Sr.,DL,Kentucky,Big Ten,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,0.0,3.0,,0.0,0.0,5.0,,,,,,,,East,5.7,11,5,6,0,10,4,6,0,5,3,2,0,5,1,4,0,190,8,17,7,6,11,3,252,5,0,298,16,1340,241,143,16,7,63,616,20460,0,62,6,438,19,2160,15,54,52,142,3500,12,,No
2023,4565356,Ethan Barr,LB,Vanderbilt,Big Ten,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,19.0,,0.0,0.5,37.0,,,,,,,,East,1.1,9,0,9,0,9,0,9,0,5,0,5,0,4,0,4,0,180,12,20,6,8,9,0,32,11,0,336,20,1979,300,192,2,13,42,343,16028,0,46,5,330,4,980,13,33,55,139,2959,17,,No
2023,4565535,Donovan Kaufman,S,Vanderbilt,Big Ten,,,,,,,,,,27.4,,,,,,,,58.0,,5.0,,1.0,,0.0,,0.0,8.0,,0.0,0.0,15.0,,,137.0,,,,,East,1.1,9,0,9,0,9,0,9,0,5,0,5,0,4,0,4,0,180,12,20,6,8,9,0,32,11,0,336,20,1979,300,192,2,13,42,343,16028,0,46,5,330,4,980,13,33,55,139,2959,17,3.0,Yes
2023,4565891,Will Norris,LB,Missouri,Big Ten,,,,,,,,,,0.0,,,,,,,,4.0,,0.0,,0.0,,0.0,,0.0,1.0,,0.0,0.0,1.0,,,4.0,,,,,East,3.9,10,5,5,0,10,5,5,0,5,3,2,0,5,2,3,0,222,10,18,8,5,10,1,67,6,0,163,10,2668,363,246,2,9,58,500,18411,0,56,10,350,21,1362,19,50,61,141,4030,14,,No
2023,4566092,Ennis Rakestraw Jr.,DB,Missouri,Big Ten,,,,,,,,,,,,,,,,,,,,,,6.0,,0.0,,1.0,18.0,,0.0,2.0,24.0,,,,,,,,East,3.9,10,5,5,0,10,5,5,0,5,3,2,0,5,2,3,0,222,10,18,8,5,10,1,67,6,0,163,10,2668,363,246,2,9,58,500,18411,0,56,10,350,21,1362,19,50,61,141,4030,14,,No
2023,4566196,Will Rogers,QB,Mississippi State,Big Ten,0.4947,0.6169,0.0602,0.4795,0.515,0.5,0.46,0.539,346.0,,30.0,239.0,,,1.0,7.0,,18.0,1.0,,0.691,,,,0.0,,,,12.0,,,,,1935.0,5.7,-1.4,,,West,2.5,11,4,7,0,10,3,7,0,5,2,3,0,5,1,4,0,207,12,21,7,7,11,2,252,18,0,393,14,3259,557,373,10,17,72,662,20401,0,69,10,203,8,485,25,61,51,157,3744,25,,No
2023,4567096,John Metchie,WR,Alabama,Big Ten,0.084,0.1697,0.0,0.0651,0.093,0.133,0.063,0.142,,,,,,,,,,78.0,,,,0.0,,0.0,55.0,0.0,1.0,,6.0,0.0,1.0,,,916.0,,,,16.7,West,12.6,13,13,0,0,11,11,0,0,5,5,0,0,5,5,0,0,365,6,9,8,10,13,3,212,4,0,276,18,4656,425,324,12,42,78,625,24032,1,299,20,475,37,2378,27,71,87,145,7034,12,,No
2023,4567098,Jordan Battle,DB,Alabama,Big Ten,,,,,,,,,,45.0,,,,,,1.0,,,,,,4.0,,0.0,,0.0,41.0,,2.0,2.5,64.0,,,45.0,,,,,West,12.6,13,13,0,0,11,11,0,0,5,5,0,0,5,5,0,0,365,6,9,8,10,13,3,212,4,0,276,18,4656,425,324,12,42,78,625,24032,1,299,20,475,37,2378,27,71,87,145,7034,12,,No
2023,4567099,Christian Harris,LB,Alabama,Big Ten,,,,,,,,,,0.0,,,,,,1.0,,,,,,2.0,,6.0,,4.5,48.0,,0.0,7.0,73.0,,,0.0,,,,,West,12.6,13,13,0,0,11,11,0,0,5,5,0,0,5,5,0,0,365,6,9,8,10,13,3,212,4,0,276,18,4656,425,324,12,42,78,625,24032,1,299,20,475,37,2378,27,71,87,145,7034,12,,No
2023,4567101,Brandon Turnage,DB,Alabama,Big Ten,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,West,12.6,13,13,0,0,11,11,0,0,5,5,0,0,5,5,0,0,365,6,9,8,10,13,3,212,4,0,276,18,4656,425,324,12,42,78,625,24032,1,299,20,475,37,2378,27,71,87,145,7034,12,,No
2023,4567104,Will Reichard,PK,Alabama,Big Ten,,,,,,,,,,,,,14.0,14.0,,,,52.0,,,1.0,,126.0,,,,,,,,,84.0,84.0,,,,,,West,12.6,13,13,0,0,11,11,0,0,5,5,0,0,5,5,0,0,365,6,9,8,10,13,3,212,4,0,276,18,4656,425,324,12,42,78,625,24032,1,299,20,475,37,2378,27,71,87,145,7034,12,,No
2023,4567105,Jahleel Billingsley,TE,Alabama,Big Ten,0.0235,0.0452,0.0022,0.026,0.021,0.014,0.021,0.019,,17.8,1.0,,,,,,,61.0,,5.0,,,,,18.0,,,,3.0,,,,,373.0,,-3.0,,15.9,West,12.6,13,13,0,0,11,11,0,0,5,5,0,0,5,5,0,0,365,6,9,8,10,13,3,212,4,0,276,18,4656,425,324,12,42,78,625,24032,1,299,20,475,37,2378,27,71,87,145,7034,12,,No
2023,4567109,Marcus Banks,S,Alabama,Big Ten,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,1.0,,0.0,0.0,1.0,,,,,,,,West,12.6,13,13,0,0,11,11,0,0,5,5,0,0,5,5,0,0,365,6,9,8,10,13,3,212,4,0,276,18,4656,425,324,12,42,78,625,24032,1,299,20,475,37,2378,27,71,87,145,7034,12,,No
2023,4567111,DeMarcco Hellams,DB,Alabama,Big Ten,,,,,,,,,,,,,,,,,,,,,,3.0,,0.0,,1.0,35.0,,0.0,1.5,59.0,,,,,,,,West,12.6,13,13,0,0,11,11,0,0,5,5,0,0,5,5,0,0,365,6,9,8,10,13,3,212,4,0,276,18,4656,425,324,12,42,78,625,24032,1,299,20,475,37,2378,27,71,87,145,7034,12,,No
2023,4567115,Shane Lee,LB,Alabama,Big Ten,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,1.0,,,,,,,,West,12.6,13,13,0,0,11,11,0,0,5,5,0,0,5,5,0,0,365,6,9,8,10,13,3,212,4,0,276,18,4656,425,324,12,42,78,625,24032,1,299,20,475,37,2378,27,71,87,145,7034,12,,No
2023,4567123,Byron Young,DL,Alabama,Big Ten,,,,,,,,,,,,,,,0.0,,,,0.0,,,0.0,,0.0,1.0,0.5,5.0,,0.0,4.0,15.0,,,,,,,,West,12.6,13,13,0,0,11,11,0,0,5,5,0,0,5,5,0,0,365,6,9,8,10,13,3,212,4,0,276,18,4656,425,324,12,42,78,625,24032,1,299,20,475,37,2378,27,71,87,145,7034,12,,No
2023,4567126,Braylen Ingraham,DL,Alabama,Big Ten,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,1.0,,,,,,,,West,12.6,13,13,0,0,11,11,0,0,5,5,0,0,5,5,0,0,365,6,9,8,10,13,3,212,4,0,276,18,4656,425,324,12,42,78,625,24032,1,299,20,475,37,2378,27,71,87,145,7034,12,,No
2023,4567138,Justin Eboigbe,DL,Alabama,Big Ten,,,,,,,,,,4.0,,,,,,1.0,,,,,,0.0,,3.0,,0.0,9.0,,0.0,0.5,18.0,,,4.0,,,,,West,12.6,13,13,0,0,11,11,0,0,5,5,0,0,5,5,0,0,365,6,9,8,10,13,3,212,4,0,276,18,4656,425,324,12,42,78,625,24032,1,299,20,475,37,2378,27,71,87,145,7034,12,,No
2023,4567140,DJ Dale,DL,Alabama,Big Ten,,,,,,,,,,,,,,,0.0,,,,0.0,,,2.0,,0.0,2.0,0.0,7.0,,0.0,1.0,20.0,,,,,,,,West,12.6,13,13,0,0,11,11,0,0,5,5,0,0,5,5,0,0,365,6,9,8,10,13,3,212,4,0,276,18,4656,425,324,12,42,78,625,24032,1,299,20,475,37,2378,27,71,87,145,7034,12,,No
2023,4567148,Jalen Catalon,DB,Arkansas,Big Ten,,,,,,,,,,14.7,,,,,0.0,3.0,,,0.0,,,4.0,,0.0,1.0,0.0,51.0,,2.0,2.0,99.0,,,44.0,,,,,West,5.9,10,3,7,0,10,3,7,0,5,2,3,0,5,1,4,0,206,7,11,7,5,10,3,172,6,0,157,9,2386,283,182,13,20,64,457,15171,0,18,4,394,11,1513,14,50,46,138,3899,13,,No
2023,4567149,KJ Jefferson,QB,Arkansas,Big Ten,,,,,,,,,41.0,,28.0,20.0,,,2.0,0.0,,19.0,2.0,,0.488,,,,0.0,,,,5.0,,,,,362.0,7.2,2.4,,,West,5.9,10,3,7,0,10,3,7,0,5,2,3,0,5,1,4,0,206,7,11,7,5,10,3,172,6,0,157,9,2386,283,182,13,20,64,457,15171,0,18,4,394,11,1513,14,50,46,138,3899,13,,No
2023,4567151,Trey Knox,TE,Arkansas,Big Ten,0.0149,0.0321,0.0,0.0166,0.018,0.007,0.016,0.01,,,,,,,,,,22.0,,,,0.0,,0.0,7.0,0.0,1.0,,0.0,0.0,1.0,,,71.0,,,,10.1,West,5.9,10,3,7,0,10,3,7,0,5,2,3,0,5,1,4,0,206,7,11,7,5,10,3,172,6,0,157,9,2386,283,182,13,20,64,457,15171,0,18,4,394,11,1513,14,50,46,138,3899,13,,No
2023,4567152,Greg Brooks Jr.,S,Arkansas,Big Ten,,,,,,,,,,39.5,,,,,,2.0,,,,,,1.0,,2.0,,0.0,22.0,,2.0,3.0,39.0,,,79.0,,,,,West,5.9,10,3,7,0,10,3,7,0,5,2,3,0,5,1,4,0,206,7,11,7,5,10,3,172,6,0,157,9,2386,283,182,13,20,64,457,15171,0,18,4,394,11,1513,14,50,46,138,3899,13,,No
2023,4567153,Mataio Soli,DL,Arkansas,Big Ten,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,0.0,1.0,,0.0,0.5,5.0,,,,,,,,West,5.9,10,3,7,0,10,3,7,0,5,2,3,0,5,1,4,0,206,7,11,7,5,10,3,172,6,0,157,9,2386,283,182,13,20,64,457,15171,0,18,4,394,11,1513,14,50,46,138,3899,13,,No
2023,4567156,Treylon Burks,WR,Arkansas,Big Ten,0.1256,0.2212,0.0421,0.1262,0.104,0.147,0.076,0.167,4.0,4.0,15.0,0.0,,,,2.0,,90.0,,1.0,0.0,,,,51.0,,,,7.0,,,,,899.0,0.0,5.0,,16.1,West,5.9,10,3,7,0,10,3,7,0,5,2,3,0,5,1,4,0,206,7,11,7,5,10,3,172,6,0,157,9,2386,283,182,13,20,64,457,15171,0,18,4,394,11,1513,14,50,46,138,3899,13,,No
2023,4567157,Malik Chavis,DB,Arkansas,Big Ten,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,1.0,,0.0,0.0,1.0,,,,,,,,West,5.9,10,3,7,0,10,3,7,0,5,2,3,0,5,1,4,0,206,7,11,7,5,10,3,172,6,0,157,9,2386,283,182,13,20,64,457,15171,0,18,4,394,11,1513,14,50,46,138,3899,13,,No
2023,4567158,Hudson Clark,DB,Arkansas,Big Ten,,,,,,,,,,0.0,,,,,,3.0,,,,,,3.0,,0.0,,0.0,32.0,,0.0,1.0,47.0,,,0.0,,,,,West,5.9,10,3,7,0,10,3,7,0,5,2,3,0,5,1,4,0,206,7,11,7,5,10,3,172,6,0,157,9,2386,283,182,13,20,64,457,15171,0,18,4,394,11,1513,14,50,46,138,3899,13,,No
2023,4567160,A'Montae Spivey,RB,Arkansas,Big Ten,0.006,0.0,0.0112,0.0066,0.009,0.0,0.011,0.0,,,4.0,,,,,,,5.0,,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,1.0,,,11.0,,2.8,,,West,5.9,10,3,7,0,10,3,7,0,5,2,3,0,5,1,4,0,206,7,11,7,5,10,3,172,6,0,157,9,2386,283,182,13,20,64,457,15171,0,18,4,394,11,1513,14,50,46,138,3899,13,,No
2023,4567167,Karch Gardiner,WR,Arkansas,Big Ten,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,1.0,,0.0,0.0,1.0,,,,,,,,West,5.9,10,3,7,0,10,3,7,0,5,2,3,0,5,1,4,0,206,7,11,7,5,10,3,172,6,0,157,9,2386,283,182,13,20,64,457,15171,0,18,4,394,11,1513,14,50,46,138,3899,13,2.0,Yes
2023,4567171,Eric Gregory,DL,Arkansas,Big Ten,,,,,,,,,,0.0,,,,,,1.0,,,,,,0.0,,1.0,,2.5,12.0,,0.0,3.0,27.0,,,0.0,,,,,West,5.9,10,3,7,0,10,3,7,0,5,2,3,0,5,1,4,0,206,7,11,7,5,10,3,172,6,0,157,9,2386,283,182,13,20,64,457,15171,0,18,4,394,11,1513,14,50,46,138,3899,13,,No
2023,4567174,John Oehrlein,LS,Arkansas,Big Ten,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,1.0,,,,,,,,West,5.9,10,3,7,0,10,3,7,0,5,2,3,0,5,1,4,0,206,7,11,7,5,10,3,172,6,0,157,9,2386,283,182,13,20,64,457,15171,0,18,4,394,11,1513,14,50,46,138,3899,13,,No
2023,4567176,Zach Williams,DL,Arkansas,Big Ten,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,1.0,9.0,,0.0,1.5,22.0,,,,,,,,West,5.9,10,3,7,0,10,3,7,0,5,2,3,0,5,1,4,0,206,7,11,7,5,10,3,172,6,0,157,9,2386,283,182,13,20,64,457,15171,0,18,4,394,11,1513,14,50,46,138,3899,13,,No
2023,4567178,Brady Latham,OL,Arkansas,Big Ten,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,2.0,,0.0,0.0,2.0,,,,,,,,West,5.9,10,3,7,0,10,3,7,0,5,2,3,0,5,1,4,0,206,7,11,7,5,10,3,172,6,0,157,9,2386,283,182,13,20,64,457,15171,0,18,4,394,11,1513,14,50,46,138,3899,13,,No
2023,4567185,Hudson Henry,TE,Arkansas,Big Ten,0.0254,0.0545,0.0,0.0199,0.027,0.037,0.038,0.021,,,,,,,,,,13.0,,,,,,,16.0,,,,1.0,,,,,92.0,,,,5.8,West,5.9,10,3,7,0,10,3,7,0,5,2,3,0,5,1,4,0,206,7,11,7,5,10,3,172,6,0,157,9,2386,283,182,13,20,64,457,15171,0,18,4,394,11,1513,14,50,46,138,3899,13,,No
2023,4567188,Marcus Miller,DL,Arkansas,Big Ten,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,3.0,,0.0,0.0,7.0,,,,,,,,West,5.9,10,3,7,0,10,3,7,0,5,2,3,0,5,1,4,0,206,7,11,7,5,10,3,172,6,0,157,9,2386,283,182,13,20,64,457,15171,0,18,4,394,11,1513,14,50,46,138,3899,13,,No
2023,4567189,Taurean Carter,DL,Arkansas,Big Ten,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,,0.0,4.0,,0.0,0.0,11.0,,,,,,,,West,5.9,10,3,7,0,10,3,7,0,5,2,3,0,5,1,4,0,206,7,11,7,5,10,3,172,6,0,157,9,2386,283,182,13,20,64,457,15171,0,18,4,394,11,1513,14,50,46,138,3899,13,,No
2023,4567216,D.J. Williams,RB,Auburn,Big Ten,0.0624,0.0236,0.1024,0.0576,0.055,0.082,0.084,0.05,,,38.0,,,,,,,63.0,,,,,,,7.0,,,,3.0,,,,,239.0,,5.2,,5.7,West,4.7,11,6,5,0,10,6,4,0,5,4,1,0,5,2,3,0,228,3,11,2,4,11,1,278,7,0,497,23,2422,362,216,9,12,64,556,18967,0,78,8,392,16,1788,26,62,71,158,4210,9,3.0,Yes
2023,4567218,Bo Nix,QB,Auburn,Big Ten,0.6162,0.9843,0.2372,0.5273,0.591,0.835,0.574,0.774,356.0,,108.0,214.0,,,2.0,7.0,2.0,61.0,0.0,3.0,0.601,0.0,,0.0,0.0,0.0,2.0,0.0,19.0,0.0,2.0,,,2899.0,6.8,3.6,32.3,,West,4.7,11,6,5,0,10,6,4,0,5,4,1,0,5,2,3,0,228,3,11,2,4,11,1,278,7,0,497,23,2422,362,216,9,12,64,556,18967,0,78,8,392,16,1788,26,62,71,158,4210,9,,No
