,Season,PlayerId,Player,Position,Team,Conference,Usage Overall,Usage Pass,Usage Rush,Usage FirstDown,Usage SecondDown,Usage ThirdDown,Usage StandardDowns,Usage PassingDowns,ATT,AVG,CAR,COMPLETIONS,FGA,FGM,FUM,INT,In 20,LONG,LOST,NO,PCT,PD,PTS,QB HUR,REC,SACKS,SOLO,TB,TD,TFL,TOT,XPA,XPM,YDS,YPA,YPC,YPP,YPR,Weight,Height,Jersey,Year,Home City,Home State,Home Country,Home Latitude,Home Longitude,Home County Fips,Recruit Ids,TeamId,Division,ExpectedWins,Total Games,Total Wins,Total Losses,Total Ties,ConferenceGames Games,ConferenceGames Wins,ConferenceGames Losses,ConferenceGames Ties,HomeGames Games,HomeGames Wins,HomeGames Losses,HomeGames Ties,AwayGames Games,AwayGames Wins,AwayGames Losses,AwayGames Ties,Team firstDowns,Team fourthDownConversions,Team fourthDowns,Team fumblesLost,Team fumblesRecovered,Team games,Team interceptionTDs,Team interceptionYards,Team interceptions,Team kickReturnTDs,Team kickReturnYards,Team kickReturns,Team netPassingYards,Team passAttempts,Team passCompletions,Team passesIntercepted,Team passingTDs,Team penalties,Team penaltyYards,Team possessionTime,Team puntReturnTDs,Team puntReturnYards,Team puntReturns,Team rushingAttempts,Team rushingTDs,Team rushingYards,Team sacks,Team tacklesForLoss,Team thirdDownConversions,Team thirdDowns,Team totalYards,Team turnovers,Stars,Transfer_Portal
125,2022,4431525,Dekel Crowdus,WR,Kentucky,SEC,0.005,0.0103,0.0,0.0,0.011,0.006,0.015,0.004,,,,,,,,,,50.0,,,,,,,4.0,,,,0.0,,,,,82.0,,,,20.5,,,,,,,,,,,,96,East,7.2,13,7,6,0,8,3,5,0,8,5,3,0,4,2,2,0,229,16,26,6,10,13,1,144,13,1,506,27,2710,349,224,10,21,74,514,25845,0,114,23,463,9,1511,19,52,58,170,4221,19,,No
126,2022,4431527,Derrick Davis Jr.,RB,LSU,SEC,0.0113,0.0,0.024,0.0088,0.015,0.006,0.007,0.019,,,11.0,,,,,,,16.0,,,,0.0,,0.0,,0.0,1.0,,1.0,0.0,4.0,,,57.0,,5.2,,,,,,,,,,,,,,99,West,8.9,14,10,4,0,9,6,3,0,7,6,1,0,4,3,1,0,345,11,22,12,19,14,2,197,7,0,337,17,3770,480,322,9,23,84,730,26058,0,88,17,518,39,2573,27,67,87,179,6343,19,3.0,Yes
127,2022,4431639,BJ Harris,RB,Missouri,SEC,0.0075,0.0,0.0145,0.0088,0.011,0.0,0.015,0.004,,,8.0,,,,,,,14.0,,,,,,,,,,,1.0,,,,,32.0,,4.0,,,,,,,,,,,,,,142,East,5.5,13,6,7,0,8,3,5,0,7,5,2,0,5,1,4,0,241,9,18,11,12,13,2,99,9,0,229,14,2771,391,247,11,13,101,828,24245,1,147,13,493,21,2034,35,91,77,193,4805,20,,No
128,2022,4431647,Chauncey Magwood,WR,Kentucky,SEC,0.0087,0.018,0.0,0.0,0.015,0.018,0.01,0.018,,-1.0,,,,,,,,25.0,,1.0,,0.0,,0.0,7.0,0.0,1.0,,1.0,0.0,1.0,,,103.0,,,,14.9,,,,,,,,,,,,96,East,7.2,13,7,6,0,8,3,5,0,8,5,3,0,4,2,2,0,229,16,26,6,10,13,1,144,13,1,506,27,2710,349,224,10,21,74,514,25845,0,114,23,463,9,1511,19,52,58,170,4221,19,3.0,Yes
129,2022,4431948,TJ Finley,QB,Auburn,SEC,0.0814,0.16,0.0264,0.0673,0.086,0.109,0.073,0.107,53.0,,17.0,33.0,,,3.0,4.0,,18.0,2.0,,0.623,,,,0.0,,,,2.0,,,,,464.0,8.1,1.9,,,,,,,,,,,,,,2,West,6.7,12,5,7,0,8,2,6,0,8,5,3,0,4,0,4,0,217,13,22,10,12,12,1,60,12,0,396,24,2072,308,159,6,9,90,688,21757,0,170,20,488,25,2470,26,62,64,178,4542,22,,No
130,2022,4432545,Jabari Small,RB,Tennessee,SEC,0.1821,0.0314,0.3185,0.1995,0.192,0.133,0.222,0.121,,,157.0,,,,,,,68.0,,,,,,,12.0,,,,15.0,,,,,840.0,,4.7,,8.8,,,,,,,,,,,,2633,East,9.7,13,11,2,0,8,6,2,0,7,7,0,0,5,3,2,0,330,23,34,8,13,13,0,70,3,0,340,18,4239,422,290,11,38,105,904,19684,1,331,20,523,40,2593,31,91,68,166,6832,11,,No
131,2022,4432665,Brock Bowers,TE,Georgia,SEC,0.0892,0.167,0.0169,0.0763,0.101,0.088,0.081,0.12,,,9.0,,,,,,,153.0,,,,,,,63.0,,,,10.0,,,,,1051.0,,12.1,,15.0,,,,,,,,,,,,61,East,14.4,15,15,0,0,9,9,0,0,6,6,0,0,4,4,0,0,371,13,15,10,11,15,0,122,7,0,437,22,4437,492,336,12,31,66,673,30211,0,265,22,557,44,3080,35,81,93,182,7517,17,,No
132,2022,4432694,JoJo Earle,WR,Alabama,SEC,0.0145,0.0284,0.0,0.0071,0.017,0.03,0.014,0.027,,,,,,,1.0,,,42.0,1.0,,,,,,12.0,,,,2.0,,,,,155.0,,,,12.9,,,,,,,,,,,,333,West,10.5,13,11,2,0,8,6,2,0,7,7,0,0,5,3,2,0,310,9,15,8,9,13,1,74,8,0,372,21,3660,438,280,7,37,103,893,23330,2,456,30,458,26,2544,38,84,74,162,6204,16,4.0,Yes
133,2022,4432706,Antonio Harmon,TE,Mississippi State,SEC,0.0054,0.0077,0.0,0.0024,0.013,0.0,0.007,0.008,,,,,,,,,,16.0,,,,,,,5.0,,,,0.0,,,,,61.0,,,,12.2,,,,,,,,,,,,344,West,6.9,13,9,4,0,8,4,4,0,7,6,1,0,5,2,3,0,296,15,29,10,11,13,3,294,9,1,807,31,4035,634,427,14,36,82,790,23380,1,213,21,296,12,1071,31,83,69,176,5106,19,,No
134,2022,4432718,LJ Johnson Jr.,RB,Texas A&M,SEC,0.0092,0.0,0.0203,0.0057,0.008,0.02,0.036,0.004,,,10.0,,,,,,,14.0,,,,0.0,,0.0,,0.0,0.0,,2.0,0.0,1.0,,,39.0,,3.9,,,,,,,,,,,,,,245,West,4.7,12,5,7,0,8,2,6,0,7,4,3,0,4,0,4,0,233,4,11,12,19,12,0,13,6,1,510,23,2633,391,220,4,18,76,589,20049,0,121,22,367,12,1707,19,66,55,153,4340,18,,No
135,2022,4432732,Walker Merrill,WR,Tennessee,SEC,0.0096,0.0202,0.0,0.007,0.013,0.012,0.01,0.013,,,,,,,,,,38.0,,,,,,,8.0,,,,3.0,,,,,116.0,,,,14.5,,,,,,,,,,,,2633,East,9.7,13,11,2,0,8,6,2,0,7,7,0,0,5,3,2,0,330,23,34,8,13,13,0,70,3,0,340,18,4239,422,290,11,38,105,904,19684,1,331,20,523,40,2593,31,91,68,166,6832,11,3.0,Yes
136,2022,4432734,Jalen Milroe,QB,Alabama,SEC,0.0917,0.1223,0.0596,0.0615,0.096,0.171,0.077,0.153,53.0,,31.0,31.0,,,4.0,3.0,,77.0,2.0,,0.585,,,,0.0,,,,6.0,,,,,562.0,5.6,8.5,,,,,,,,,,,,,,333,West,10.5,13,11,2,0,8,6,2,0,7,7,0,0,5,3,2,0,310,9,15,8,9,13,1,74,8,0,372,21,3660,438,280,7,37,103,893,23330,2,456,30,458,26,2544,38,84,74,162,6204,16,,No
